Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,BookingDateTime,Booking_Hour,Day_Name,Day_Type,Month_Name,Data_Validity_Flag,Driver_Rating_Clean,Customer_Rating_Clean,Distance_Validity,Revenue_Validity,Peak_Flag
3/10/2024,9:06:20 PM,"""CNR4886117""",Completed,"""CID2026490""",Auto,Jasola,Delhi Gate,13.5,32.9,null,null,null,null,null,null,628,31.51,4.9,4.9,Cash,3/10/2024 9:06:00 PM,21,Sunday,Weekend,March,Invalid,4.9,4.9,Invalid,Valid,Peak
3/3/2024,1:48:25 PM,"""CNR1155206""",Incomplete,"""CID3865002""",Uber XL,IMT Manesar,Lok Kalyan Marg,4.1,19.7,null,null,null,null,1,Other Issue,110,14.46,null,null,UPI,3/3/2024 1:48:00 PM,13,Sunday,Weekend,March,Valid,0,0,Valid,Valid,Non-Peak
10/26/2024,1:44:51 PM,"""CNR7623737""",Cancelled by Driver,"""CID6954811""",eBike,Gurgaon Sector 56,Pragati Maidan,9.3,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,10/26/2024 1:44:00 PM,13,Saturday,Weekend,October,Valid,0,0,Valid,Valid,Non-Peak
7/11/2024,8:20:54 PM,"""CNR5468556""",Completed,"""CID4533250""",Bike,Udyog Bhawan,Mundka,7.7,15.9,null,null,null,null,null,null,190,10.27,4.7,4.8,UPI,7/11/2024 8:20:00 PM,20,Thursday,Weekday,July,Invalid,4.7,4.8,Invalid,Valid,Peak
4/4/2024,8:50:10 AM,"""CNR8037805""",Completed,"""CID2099192""",Premier Sedan,Rajiv Chowk,Okhla,5.2,23.1,null,null,null,null,null,null,264,46.07,4.3,3.1,Uber Wallet,4/4/2024 8:50:00 AM,8,Thursday,Weekday,April,Invalid,4.3,3.1,Invalid,Valid,Peak
9/6/2024,4:16:28 PM,"""CNR5137585""",Cancelled by Customer,"""CID3906781""",Go Sedan,Badarpur,Vaishali,7.6,null,1,AC is not working,null,null,null,null,0,0,null,null,null,9/6/2024 4:16:00 PM,16,Friday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
12/20/2024,10:45:14 AM,"""CNR5622847""",Completed,"""CID7679264""",Bike,Panipat,New Colony,10,37.3,null,null,null,null,null,null,147,45.51,4.3,4.5,UPI,12/20/2024 10:45:00 AM,10,Friday,Weekday,December,Invalid,4.3,4.5,Invalid,Valid,Peak
7/4/2024,11:00:26 AM,"""CNR4461457""",No Driver Found,"""CID8192836""",Go Mini,Noida Film City,Kirti Nagar,null,null,null,null,null,null,null,null,0,0,null,null,null,7/4/2024 11:00:00 AM,11,Thursday,Weekday,July,Invalid,0,0,Invalid,Valid,Peak
9/25/2024,3:55:15 PM,"""CNR3788830""",Completed,"""CID1892630""",Auto,Vidhan Sabha,Kaushambi,4.4,28.1,null,null,null,null,null,null,953,34.9,4.4,4.8,UPI,9/25/2024 3:55:00 PM,15,Wednesday,Weekday,September,Invalid,4.4,4.8,Invalid,Valid,Non-Peak
10/17/2024,5:46:59 PM,"""CNR8254837""",Completed,"""CID5350125""",Go Mini,AIIMS,Ashok Park Main,14.9,20.9,null,null,null,null,null,null,654,30.87,4.3,4.9,Cash,10/17/2024 5:46:00 PM,17,Thursday,Weekday,October,Invalid,4.3,4.9,Invalid,Valid,Peak
6/1/2024,8:04:36 AM,"""CNR5483670""",Completed,"""CID3570152""",Go Sedan,Panchsheel Park,Sarai Kale Khan,8.4,19.7,null,null,null,null,null,null,427,37.07,4.1,4.9,Cash,6/1/2024 8:04:00 AM,8,Saturday,Weekend,June,Invalid,4.1,4.9,Invalid,Valid,Peak
12/25/2024,5:04:40 AM,"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,12/25/2024 5:04:00 AM,5,Wednesday,Weekday,December,Valid,0,0,Valid,Valid,Non-Peak
7/4/2024,8:02:57 AM,"""CNR5166870""",Completed,"""CID9712348""",Auto,Keshav Puram,Mayur Vihar,5.8,25.5,null,null,null,null,null,null,610,35.38,4.4,4.3,Uber Wallet,7/4/2024 8:02:00 AM,8,Thursday,Weekday,July,Invalid,4.4,4.3,Invalid,Valid,Peak
4/23/2024,11:09:18 AM,"""CNR1915557""",Completed,"""CID8572565""",Bike,Pragati Maidan,Raj Nagar Extension,7.1,42.5,null,null,null,null,null,null,648,19.61,4.2,5,UPI,4/23/2024 11:09:00 AM,11,Tuesday,Weekday,April,Invalid,4.2,5,Invalid,Valid,Peak
2/11/2024,6:46:31 PM,"""CNR3460247""",Completed,"""CID7449191""",Bike,Punjabi Bagh,Green Park,8.8,40.4,null,null,null,null,null,null,792,23.82,3.2,4.3,Cash,2/11/2024 6:46:00 PM,18,Sunday,Weekend,February,Invalid,3.2,4.3,Invalid,Valid,Peak
4/28/2024,2:03:27 PM,"""CNR8192412""",Completed,"""CID3617414""",Go Mini,Keshav Puram,Tughlakabad,13.6,29.8,null,null,null,null,null,null,676,39.98,3.6,4.7,UPI,4/28/2024 2:03:00 PM,14,Sunday,Weekend,April,Invalid,3.6,4.7,Invalid,Valid,Non-Peak
3/22/2024,9:49:01 PM,"""CNR7439127""",Completed,"""CID2424398""",Bike,Raj Nagar Extension,Moolchand,5.1,22.4,null,null,null,null,null,null,389,27.16,3.6,3.9,Uber Wallet,3/22/2024 9:49:00 PM,21,Friday,Weekday,March,Invalid,3.6,3.9,Invalid,Valid,Peak
4/28/2024,7:28:54 AM,"""CNR3712135""",Completed,"""CID7174383""",Premier Sedan,Jhilmil,Malviya Nagar,11.4,42.6,null,null,null,null,null,null,74,48.45,4.1,3.9,Uber Wallet,4/28/2024 7:28:00 AM,7,Sunday,Weekend,April,Invalid,4.1,3.9,Invalid,Valid,Non-Peak
5/1/2024,9:30:03 AM,"""CNR1675599""",Cancelled by Driver,"""CID9232923""",Auto,Saket A Block,Old Gurgaon,8.2,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,5/1/2024 9:30:00 AM,9,Wednesday,Weekday,May,Valid,0,0,Valid,Valid,Peak
1/12/2024,6:48:40 PM,"""CNR1935772""",Cancelled by Driver,"""CID2909332""",Go Sedan,Central Secretariat,Janakpuri,10.8,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,1/12/2024 6:48:00 PM,18,Friday,Weekday,January,Valid,0,0,Valid,Valid,Peak
5/7/2024,8:05:26 PM,"""CNR4730676""",Completed,"""CID5429248""",Auto,Noida Sector 18,Malviya Nagar,9.4,41.6,null,null,null,null,null,null,465,25.05,4.4,4.9,Credit Card,5/7/2024 8:05:00 PM,20,Tuesday,Weekday,May,Invalid,4.4,4.9,Invalid,Valid,Peak
8/27/2024,9:40:17 AM,"""CNR6139544""",Completed,"""CID9812979""",Auto,Khan Market,New Delhi Railway Station,5.3,43.6,null,null,null,null,null,null,932,40.21,4.1,4.1,UPI,8/27/2024 9:40:00 AM,9,Tuesday,Weekday,August,Invalid,4.1,4.1,Invalid,Valid,Peak
4/3/2024,7:47:28 PM,"""CNR3805926""",Completed,"""CID1837528""",Premier Sedan,ITO,Noida Film City,10.8,33.7,null,null,null,null,null,null,191,44.48,3.8,4.9,Cash,4/3/2024 7:47:00 PM,19,Wednesday,Weekday,April,Invalid,3.8,4.9,Invalid,Valid,Peak
4/21/2024,12:27:17 PM,"""CNR5129655""",Completed,"""CID6449078""",Bike,India Gate,Shastri Nagar,5.2,34.9,null,null,null,null,null,null,770,6.82,4.3,4.8,UPI,4/21/2024 12:27:00 PM,12,Sunday,Weekend,April,Invalid,4.3,4.8,Invalid,Valid,Non-Peak
9/15/2024,7:41:11 PM,"""CNR8725828""",Completed,"""CID5970413""",Go Mini,Indraprastha,IGI Airport,14.3,23.4,null,null,null,null,null,null,514,16.21,4.3,3.8,UPI,9/15/2024 7:41:00 PM,19,Sunday,Weekend,September,Invalid,4.3,3.8,Invalid,Valid,Peak
5/14/2024,2:17:08 PM,"""CNR6557966""",Cancelled by Driver,"""CID9646686""",Go Mini,Jasola,Rohini,11.7,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,5/14/2024 2:17:00 PM,14,Tuesday,Weekday,May,Valid,0,0,Valid,Valid,Non-Peak
9/18/2024,6:07:44 PM,"""CNR5403690""",Completed,"""CID2856626""",Go Sedan,Botanical Garden,Mansarovar Park,11.7,17.3,null,null,null,null,null,null,349,12.9,4.2,5,UPI,9/18/2024 6:07:00 PM,18,Wednesday,Weekday,September,Invalid,4.2,5,Invalid,Valid,Peak
7/27/2024,9:55:25 PM,"""CNR4969264""",Cancelled by Driver,"""CID8159457""",Go Mini,Narsinghpur,Inderlok,10.1,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,7/27/2024 9:55:00 PM,21,Saturday,Weekend,July,Valid,0,0,Valid,Valid,Peak
10/7/2024,4:22:15 PM,"""CNR6028710""",Completed,"""CID1715075""",eBike,Janakpuri,Golf Course Road,9.2,41.2,null,null,null,null,null,null,267,12.22,4.3,4.1,Cash,10/7/2024 4:22:00 PM,16,Monday,Weekday,October,Invalid,4.3,4.1,Invalid,Valid,Non-Peak
11/19/2024,7:50:54 AM,"""CNR3761377""",No Driver Found,"""CID2461173""",eBike,Ashok Park Main,Lok Kalyan Marg,null,null,null,null,null,null,null,null,0,0,null,null,null,11/19/2024 7:50:00 AM,7,Tuesday,Weekday,November,Invalid,0,0,Invalid,Valid,Non-Peak
6/27/2024,5:13:13 PM,"""CNR2650074""",Completed,"""CID5603156""",Go Mini,Samaypur Badli,Ghitorni,4.4,37,null,null,null,null,null,null,325,3.95,3.8,4.8,UPI,6/27/2024 5:13:00 PM,17,Thursday,Weekday,June,Invalid,3.8,4.8,Invalid,Valid,Peak
3/16/2024,7:36:59 PM,"""CNR7381283""",Completed,"""CID8868738""",Go Sedan,Laxmi Nagar,Pragati Maidan,4.3,15.6,null,null,null,null,null,null,156,42.87,3.9,4.2,Cash,3/16/2024 7:36:00 PM,19,Saturday,Weekend,March,Invalid,3.9,4.2,Invalid,Valid,Peak
6/16/2024,9:03:43 PM,"""CNR2531495""",Completed,"""CID7656183""",Bike,Lok Kalyan Marg,IGNOU Road,5.2,27.3,null,null,null,null,null,null,689,39.84,4.3,4.9,UPI,6/16/2024 9:03:00 PM,21,Sunday,Weekend,June,Invalid,4.3,4.9,Invalid,Valid,Peak
4/13/2024,11:19:15 AM,"""CNR1939605""",Completed,"""CID1229469""",Auto,Munirka,Pulbangash,13.6,40.4,null,null,null,null,null,null,491,4.19,3.8,3.9,Credit Card,4/13/2024 11:19:00 AM,11,Saturday,Weekend,April,Invalid,3.8,3.9,Invalid,Valid,Peak
8/9/2024,3:34:51 AM,"""CNR5149041""",Completed,"""CID6951861""",Go Sedan,Noida Sector 18,Tilak Nagar,10.1,32.5,null,null,null,null,null,null,304,6.18,4.2,4.3,Credit Card,8/9/2024 3:34:00 AM,3,Friday,Weekday,August,Invalid,4.2,4.3,Invalid,Valid,Non-Peak
11/28/2024,8:44:46 PM,"""CNR7041241""",Cancelled by Driver,"""CID1368334""",Go Mini,Gwal Pahari,Rohini East,12,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,11/28/2024 8:44:00 PM,20,Thursday,Weekday,November,Valid,0,0,Valid,Valid,Peak
8/30/2024,7:00:23 PM,"""CNR8035160""",Cancelled by Customer,"""CID5283020""",Auto,Connaught Place,Uttam Nagar,12.6,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,8/30/2024 7:00:00 PM,19,Friday,Weekday,August,Valid,0,0,Valid,Valid,Peak
7/11/2024,8:29:02 PM,"""CNR1918341""",Completed,"""CID7417050""",Auto,Pitampura,Paschim Vihar,14.8,44.4,null,null,null,null,null,null,697,4.56,4.5,4.6,UPI,7/11/2024 8:29:00 PM,20,Thursday,Weekday,July,Invalid,4.5,4.6,Invalid,Valid,Peak
7/25/2024,7:28:35 PM,"""CNR9600846""",Completed,"""CID8949589""",Auto,Udyog Bhawan,Janakpuri,3.8,20.1,null,null,null,null,null,null,679,47.56,4.2,4.9,UPI,7/25/2024 7:28:00 PM,19,Thursday,Weekday,July,Invalid,4.2,4.9,Invalid,Valid,Peak
8/17/2024,6:35:05 PM,"""CNR2775291""",Incomplete,"""CID9116623""",Premier Sedan,Jahangirpuri,Indirapuram,2.9,18,null,null,null,null,1,Other Issue,713,14.65,null,null,Cash,8/17/2024 6:35:00 PM,18,Saturday,Weekend,August,Valid,0,0,Valid,Valid,Peak
2/18/2024,6:57:12 PM,"""CNR4263854""",Cancelled by Driver,"""CID3967495""",Go Sedan,Tughlakabad,Vidhan Sabha,8.6,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,2/18/2024 6:57:00 PM,18,Sunday,Weekend,February,Valid,0,0,Valid,Valid,Peak
6/16/2024,10:12:54 AM,"""CNR4635401""",Completed,"""CID3741723""",Go Mini,Anand Vihar,Gurgaon Sector 56,10,18.5,null,null,null,null,null,null,683,32.15,4.6,4,UPI,6/16/2024 10:12:00 AM,10,Sunday,Weekend,June,Invalid,4.6,4,Invalid,Valid,Peak
7/8/2024,9:04:51 PM,"""CNR2135475""",Completed,"""CID8123696""",Go Sedan,Vatika Chowk,Paharganj,7.8,36.4,null,null,null,null,null,null,91,23.5,4,4.3,UPI,7/8/2024 9:04:00 PM,21,Monday,Weekday,July,Invalid,4,4.3,Invalid,Valid,Peak
2/26/2024,2:46:21 PM,"""CNR2438435""",Incomplete,"""CID7928240""",eBike,Central Secretariat,Sikanderpur,3.1,12.4,null,null,null,null,1,Other Issue,396,16.61,null,null,UPI,2/26/2024 2:46:00 PM,14,Monday,Weekday,February,Valid,0,0,Valid,Valid,Non-Peak
2/28/2024,4:43:09 PM,"""CNR2068345""",Completed,"""CID1975343""",Go Sedan,Govindpuri,Kalkaji,8.5,35.7,null,null,null,null,null,null,769,18.14,4.4,4.1,Cash,2/28/2024 4:43:00 PM,16,Wednesday,Weekday,February,Invalid,4.4,4.1,Invalid,Valid,Non-Peak
12/27/2024,1:14:14 AM,"""CNR6107939""",Completed,"""CID3244272""",Bike,Welcome,DLF Phase 3,2.3,16.4,null,null,null,null,null,null,323,31.1,3.6,4.6,Uber Wallet,12/27/2024 1:14:00 AM,1,Friday,Weekday,December,Invalid,3.6,4.6,Invalid,Valid,Non-Peak
12/6/2024,4:09:31 PM,"""CNR6577172""",Incomplete,"""CID5963264""",Premier Sedan,Preet Vihar,Mehrauli,3.6,27.7,null,null,null,null,1,Other Issue,627,3.74,null,null,Uber Wallet,12/6/2024 4:09:00 PM,16,Friday,Weekday,December,Valid,0,0,Valid,Valid,Non-Peak
5/13/2024,6:47:50 PM,"""CNR1957129""",Completed,"""CID5761924""",Auto,Noida Extension,Old Gurgaon,12.9,26,null,null,null,null,null,null,134,13.99,4.8,4.1,Cash,5/13/2024 6:47:00 PM,18,Monday,Weekday,May,Invalid,4.8,4.1,Invalid,Valid,Peak
5/9/2024,5:14:18 PM,"""CNR1531092""",Completed,"""CID7911273""",Go Mini,Kanhaiya Nagar,Satguru Ram Singh Marg,12.1,33.6,null,null,null,null,null,null,940,5.04,4.6,4.6,Credit Card,5/9/2024 5:14:00 PM,17,Thursday,Weekday,May,Invalid,4.6,4.6,Invalid,Valid,Peak
11/19/2024,9:04:42 PM,"""CNR6891932""",No Driver Found,"""CID1466189""",eBike,Seelampur,Udyog Bhawan,null,null,null,null,null,null,null,null,0,0,null,null,null,11/19/2024 9:04:00 PM,21,Tuesday,Weekday,November,Invalid,0,0,Invalid,Valid,Peak
4/4/2024,2:02:47 PM,"""CNR2192659""",Completed,"""CID5227340""",Auto,Anand Vihar,Chirag Delhi,9.6,26.2,null,null,null,null,null,null,266,36.18,4.1,4.2,Uber Wallet,4/4/2024 2:02:00 PM,14,Thursday,Weekday,April,Invalid,4.1,4.2,Invalid,Valid,Non-Peak
11/19/2024,8:15:39 PM,"""CNR6262174""",Completed,"""CID4943288""",Auto,Mehrauli,Karol Bagh,8.1,26.4,null,null,null,null,null,null,484,13.21,4.5,4.3,Uber Wallet,11/19/2024 8:15:00 PM,20,Tuesday,Weekday,November,Invalid,4.5,4.3,Invalid,Valid,Peak
6/4/2024,8:15:11 PM,"""CNR7791863""",Completed,"""CID1873624""",Go Sedan,Indirapuram,Noida Sector 62,5.6,19.2,null,null,null,null,null,null,250,6.06,4.3,4.7,Cash,6/4/2024 8:15:00 PM,20,Tuesday,Weekday,June,Invalid,4.3,4.7,Invalid,Valid,Peak
8/13/2024,1:22:10 PM,"""CNR8243301""",Cancelled by Driver,"""CID7666967""",Auto,IGI Airport,Civil Lines Gurgaon,9.3,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,8/13/2024 1:22:00 PM,13,Tuesday,Weekday,August,Valid,0,0,Valid,Valid,Non-Peak
12/25/2024,11:03:11 AM,"""CNR9897424""",Incomplete,"""CID8433669""",Bike,Saket,Noida Extension,8.8,20,null,null,null,null,1,Customer Demand,361,14.61,null,null,UPI,12/25/2024 11:03:00 AM,11,Wednesday,Weekday,December,Valid,0,0,Valid,Valid,Peak
6/30/2024,11:57:59 AM,"""CNR5745004""",Completed,"""CID8137475""",Go Mini,Basai Dhankot,Shivaji Park,2.6,21,null,null,null,null,null,null,224,48.08,5,4.6,Cash,6/30/2024 11:57:00 AM,11,Sunday,Weekend,June,Invalid,5,4.6,Invalid,Valid,Peak
1/20/2024,9:15:24 PM,"""CNR9659819""",Cancelled by Customer,"""CID5653812""",Go Mini,Huda City Centre,Hauz Rani,8.5,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,1/20/2024 9:15:00 PM,21,Saturday,Weekend,January,Valid,0,0,Valid,Valid,Peak
4/10/2024,11:34:22 AM,"""CNR8084453""",Completed,"""CID5057901""",Premier Sedan,Vatika Chowk,Saidulajab,12.8,36.8,null,null,null,null,null,null,669,39.51,3.6,4.2,Cash,4/10/2024 11:34:00 AM,11,Wednesday,Weekday,April,Invalid,3.6,4.2,Invalid,Valid,Peak
7/28/2024,9:55:49 AM,"""CNR6574173""",Cancelled by Customer,"""CID6454968""",Go Sedan,Gurgaon Sector 29,Kherki Daula Toll,8.7,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,7/28/2024 9:55:00 AM,9,Sunday,Weekend,July,Valid,0,0,Valid,Valid,Peak
8/4/2024,8:25:20 AM,"""CNR4467044""",Cancelled by Driver,"""CID9935423""",Auto,Kalkaji,INA Market,8.8,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,8/4/2024 8:25:00 AM,8,Sunday,Weekend,August,Valid,0,0,Valid,Valid,Peak
8/5/2024,3:40:40 PM,"""CNR3334608""",Completed,"""CID2336782""",Go Mini,GTB Nagar,Kalkaji,5.2,31.7,null,null,null,null,null,null,207,7.83,4.4,3.9,Uber Wallet,8/5/2024 3:40:00 PM,15,Monday,Weekday,August,Invalid,4.4,3.9,Invalid,Valid,Non-Peak
8/16/2024,12:45:03 PM,"""CNR3901250""",Completed,"""CID4369282""",Go Sedan,Rajiv Nagar,Meerut,13.2,35.8,null,null,null,null,null,null,227,12.34,4.1,3.1,Cash,8/16/2024 12:45:00 PM,12,Friday,Weekday,August,Invalid,4.1,3.1,Invalid,Valid,Non-Peak
3/21/2024,1:29:50 AM,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,null,null,null,null,null,null,771,36.7,3.5,4.6,UPI,3/21/2024 1:29:00 AM,1,Thursday,Weekday,March,Invalid,3.5,4.6,Invalid,Valid,Non-Peak
4/29/2024,10:39:08 PM,"""CNR7686844""",Cancelled by Driver,"""CID4485200""",Auto,Sonipat,GTB Nagar,9.1,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,4/29/2024 10:39:00 PM,22,Monday,Weekday,April,Valid,0,0,Valid,Valid,Non-Peak
5/6/2024,1:35:55 PM,"""CNR7619619""",Completed,"""CID9964707""",Auto,Sadar Bazar Gurgaon,Chanakyapuri,14.2,26.4,null,null,null,null,null,null,441,31.5,4.7,3.1,Uber Wallet,5/6/2024 1:35:00 PM,13,Monday,Weekday,May,Invalid,4.7,3.1,Invalid,Valid,Non-Peak
9/13/2024,3:20:50 PM,"""CNR3128056""",Cancelled by Driver,"""CID1669827""",Go Sedan,Netaji Subhash Place,Kashmere Gate ISBT,11.2,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,9/13/2024 3:20:00 PM,15,Friday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
5/18/2024,6:30:30 AM,"""CNR2415257""",Completed,"""CID6909825""",Premier Sedan,Lajpat Nagar,Rohini,12.4,21.6,null,null,null,null,null,null,788,4.26,4.2,4.5,UPI,5/18/2024 6:30:00 AM,6,Saturday,Weekend,May,Invalid,4.2,4.5,Invalid,Valid,Non-Peak
10/6/2024,9:53:22 PM,"""CNR9756448""",Completed,"""CID6952097""",Auto,Indraprastha,Panipat,13.3,41.6,null,null,null,null,null,null,459,46.74,5,4.9,UPI,10/6/2024 9:53:00 PM,21,Sunday,Weekend,October,Invalid,5,4.9,Invalid,Valid,Peak
10/10/2024,3:56:19 AM,"""CNR5071968""",Completed,"""CID7384045""",Go Sedan,Panchsheel Park,Yamuna Bank,4.7,42.5,null,null,null,null,null,null,473,48.35,4.7,3.8,Cash,10/10/2024 3:56:00 AM,3,Thursday,Weekday,October,Invalid,4.7,3.8,Invalid,Valid,Non-Peak
5/14/2024,6:39:13 AM,"""CNR9262105""",Completed,"""CID3597216""",Bike,Noida Sector 62,DLF City Court,14.5,19.8,null,null,null,null,null,null,503,49.87,4.3,4.7,Cash,5/14/2024 6:39:00 AM,6,Tuesday,Weekday,May,Invalid,4.3,4.7,Invalid,Valid,Non-Peak
12/28/2024,3:23:53 PM,"""CNR6026973""",Completed,"""CID7000290""",Go Mini,Badarpur,Botanical Garden,5.4,18.2,null,null,null,null,null,null,586,22.67,4.2,4.2,UPI,12/28/2024 3:23:00 PM,15,Saturday,Weekend,December,Invalid,4.2,4.2,Invalid,Valid,Non-Peak
11/11/2024,4:22:48 PM,"""CNR6798581""",Cancelled by Driver,"""CID4412829""",Auto,South Extension,Hauz Rani,8.1,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,11/11/2024 4:22:00 PM,16,Monday,Weekday,November,Valid,0,0,Valid,Valid,Non-Peak
8/20/2024,9:51:13 AM,"""CNR1511311""",Cancelled by Driver,"""CID3430917""",Bike,Sikanderpur,INA Market,7.4,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,8/20/2024 9:51:00 AM,9,Tuesday,Weekday,August,Valid,0,0,Valid,Valid,Peak
5/29/2024,10:39:15 PM,"""CNR1690974""",Completed,"""CID5614686""",Go Mini,Preet Vihar,Cyber Hub,11.5,25.4,null,null,null,null,null,null,236,45.17,4.6,3,UPI,5/29/2024 10:39:00 PM,22,Wednesday,Weekday,May,Invalid,4.6,3,Invalid,Valid,Non-Peak
11/19/2024,5:42:35 PM,"""CNR2405566""",Completed,"""CID2765782""",Go Mini,Kadarpur,Maidan Garhi,11.6,28.4,null,null,null,null,null,null,73,23.07,4.6,4.2,UPI,11/19/2024 5:42:00 PM,17,Tuesday,Weekday,November,Invalid,4.6,4.2,Invalid,Valid,Peak
11/27/2024,8:10:57 AM,"""CNR5503992""",Completed,"""CID3215242""",Premier Sedan,Malviya Nagar,Nehru Place,3.1,44.8,null,null,null,null,null,null,355,4.08,4.7,3.1,Cash,11/27/2024 8:10:00 AM,8,Wednesday,Weekday,November,Invalid,4.7,3.1,Invalid,Valid,Peak
10/2/2024,2:51:56 AM,"""CNR5487256""",Completed,"""CID2154074""",Auto,Pitampura,Yamuna Bank,11.1,23.6,null,null,null,null,null,null,663,41.97,3.9,4.1,UPI,10/2/2024 2:51:00 AM,2,Wednesday,Weekday,October,Invalid,3.9,4.1,Invalid,Valid,Non-Peak
4/13/2024,6:30:55 PM,"""CNR9280980""",Completed,"""CID4697642""",Auto,Kalkaji,Sultanpur,2.6,39.6,null,null,null,null,null,null,886,38.82,4.2,4.3,UPI,4/13/2024 6:30:00 PM,18,Saturday,Weekend,April,Invalid,4.2,4.3,Invalid,Valid,Peak
12/29/2024,7:49:23 PM,"""CNR5735365""",Completed,"""CID4330019""",Auto,Anand Vihar ISBT,Hauz Khas,7.2,37.7,null,null,null,null,null,null,292,30.4,4.2,3.7,Cash,12/29/2024 7:49:00 PM,19,Sunday,Weekend,December,Invalid,4.2,3.7,Invalid,Valid,Peak
6/5/2024,10:39:57 AM,"""CNR7094496""",Completed,"""CID1193764""",Auto,Gurgaon Sector 29,Rajouri Garden,2,37.3,null,null,null,null,null,null,564,19.78,4.4,4.2,UPI,6/5/2024 10:39:00 AM,10,Wednesday,Weekday,June,Invalid,4.4,4.2,Invalid,Valid,Peak
4/8/2024,6:09:35 PM,"""CNR8674052""",Cancelled by Driver,"""CID9232244""",Bike,Noida Film City,Jama Masjid,8.7,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,4/8/2024 6:09:00 PM,18,Monday,Weekday,April,Valid,0,0,Valid,Valid,Peak
5/26/2024,8:42:23 PM,"""CNR3317899""",Completed,"""CID7292132""",Go Mini,Hero Honda Chowk,Satguru Ram Singh Marg,11.3,39.8,null,null,null,null,null,null,619,47.2,4.2,4.3,Cash,5/26/2024 8:42:00 PM,20,Sunday,Weekend,May,Invalid,4.2,4.3,Invalid,Valid,Peak
10/3/2024,9:05:53 AM,"""CNR7648257""",Completed,"""CID6260946""",Go Mini,Khan Market,AIIMS,2.7,28.4,null,null,null,null,null,null,963,17.43,4.8,3.8,Uber Wallet,10/3/2024 9:05:00 AM,9,Thursday,Weekday,October,Invalid,4.8,3.8,Invalid,Valid,Peak
7/23/2024,1:52:02 AM,"""CNR9887499""",Completed,"""CID4896073""",Auto,Jahangirpuri,Rajiv Nagar,4.8,33.6,null,null,null,null,null,null,427,14.43,4.1,4.6,UPI,7/23/2024 1:52:00 AM,1,Tuesday,Weekday,July,Invalid,4.1,4.6,Invalid,Valid,Non-Peak
10/9/2024,2:44:58 AM,"""CNR5899408""",Completed,"""CID6731666""",Auto,Chhatarpur,Vatika Chowk,4.4,42.4,null,null,null,null,null,null,60,22.92,4.6,3.7,Cash,10/9/2024 2:44:00 AM,2,Wednesday,Weekday,October,Invalid,4.6,3.7,Invalid,Valid,Non-Peak
11/6/2024,1:15:08 PM,"""CNR4090725""",Completed,"""CID9333845""",Bike,Dilshad Garden,Laxmi Nagar,8,29,null,null,null,null,null,null,697,32.15,3.2,3.9,Debit Card,11/6/2024 1:15:00 PM,13,Wednesday,Weekday,November,Invalid,3.2,3.9,Invalid,Valid,Non-Peak
2/17/2024,11:09:37 AM,"""CNR7912140""",Completed,"""CID2721563""",Go Mini,Arjangarh,GTB Nagar,8.1,35.4,null,null,null,null,null,null,953,43.08,4.6,4.9,UPI,2/17/2024 11:09:00 AM,11,Saturday,Weekend,February,Invalid,4.6,4.9,Invalid,Valid,Peak
8/19/2024,4:35:23 PM,"""CNR1149573""",Completed,"""CID4850979""",Go Mini,Chirag Delhi,IGNOU Road,5.9,37.3,null,null,null,null,null,null,342,48.91,4,4.8,Cash,8/19/2024 4:35:00 PM,16,Monday,Weekday,August,Invalid,4,4.8,Invalid,Valid,Non-Peak
